"normal_human.mean","old_people.mean","persona_GPT3.5.mean","shape_GPT3.5.mean","persona_GPT4.mean","shape_GPT4.mean","persona_LLaMA3.mean","shape_LLaMA3.mean","normal_human.sd","old_people.sd","persona_GPT3.5.sd","shape_GPT3.5.sd","persona_GPT4.sd","shape_GPT4.sd","persona_LLaMA3.sd","shape_LLaMA3.sd"
"1",3.02501603592046,3.64516129032258,2.85953177257525,2.61,3.13666666666667,2.87,2.77333333333333,2.44781144781145,1.39870295101768,1.23757925515836,0.90505725735325,1.13822310619003,0.647600837738046,1.08181997030954,1.30932680329051,1.37231442579566
"2",4.33867864015394,4.50806451612903,4.12040133779264,3.53333333333333,3.19333333333333,3.21666666666667,3.87,3.17171717171717,0.898285943735575,0.801380594719168,0.911642723788837,1.17195013229981,0.506765817910895,1.21158933552121,1.11530849699904,1.43583766896882
"3",2.38037203335471,1.87096774193548,2.53846153846154,2.71333333333333,2.97333333333333,2.84333333333333,2.23333333333333,2.69023569023569,1.35616298380856,1.16149428520364,0.597274829964426,1.11443353138495,0.269935373577796,1.01433977187046,0.946153392971948,1.46063398339613
"4",3.44259140474663,3.95161290322581,3.44816053511706,3.24666666666667,3.01,3.02333333333333,3.06,2.67676767676768,1.30285849716043,1.08091228188645,0.831321597399628,1.15915242167621,0.387816113374164,1.21147891414597,1.16084388632929,1.38643244415115
"5",2.3181526619628,2.15322580645161,3,2.99666666666667,2.51666666666667,2.86333333333333,2.19666666666667,3.07744107744108,1.32571008890981,1.30068371538153,0.579284446363492,0.840044326483477,0.67669437202674,0.949206087322236,1.31036090750422,1.31931961275661
"6",2.95638229634381,3.20161290322581,3.19732441471572,3.22333333333333,3.02666666666667,3.12666666666667,3.07,2.80808080808081,1.38185425372253,1.28771454892261,0.64339144287466,1.03134270807228,0.269935373577796,1.02017551553505,1.17886913670329,1.36814705782177
"7",4.61642078255292,4.63709677419355,4.91973244147157,4.47666666666667,3.33666666666667,3.72,4.43,3.62289562289562,0.612566114933504,0.575017531289545,0.409917239131642,1.03909638301726,0.651719276688653,1.28599349306832,0.917189979335786,1.42345733207244
"8",2.37524053880693,1.73387096774194,2.22742474916388,2.66666666666667,2.63666666666667,2.74333333333333,1.76666666666667,2.56228956228956,1.3123987300739,1.09030368684912,0.696431742047799,1.17195013229981,0.739240925573228,1.28697704795466,1.04043126295397,1.49672801142851
"9",3.56446440025657,4.04032258064516,3.88294314381271,3.44,3.13,3.17,3.70666666666667,3.07744107744108,1.24302194187943,0.991009943493936,0.946386646501307,1.47432882524552,0.44016567267109,1.28058567286685,0.981750989596718,1.53695343528223
"10",4.42591404746632,4.5241935483871,4.21404682274247,3.78666666666667,3.36333333333333,3.24666666666667,3.71,3.15151515151515,0.810391857734509,0.801053266779557,0.851963786262237,1.0793697322753,0.599321429737581,1.34605414505769,1.11506857476184,1.55113495738432
"11",2.46375881975625,1.94354838709677,2.8695652173913,3.2,2.60666666666667,2.94333333333333,1.82,3.01346801346801,1.26260076894615,1.11386253443014,0.400976339819241,1.1003191996585,0.702567357526495,1.14797577653039,0.754651129833645,1.40936314919345
"12",2.66067992302758,2.15322580645161,2.47491638795987,2.57333333333333,2.97,2.76333333333333,1.69333333333333,2.54208754208754,1.31874499780801,1.2881218118856,0.557324242947957,0.9314042813623,0.263308001547484,1.1305970640742,0.693463670109276,1.47699007494962
"13",4.33290570878768,4.43548387096774,3.83277591973244,3.2,3.25333333333333,3.4,3.69666666666667,3.11447811447811,0.863695799816574,0.930442114369843,0.727316470511465,1.2670245343199,0.556946604823392,1.43300792240853,1.11750538395397,1.58765055054136
"14",2.55869146889031,1.99193548387097,2.97993311036789,2.96666666666667,3,2.81666666666667,2.52,2.5959595959596,1.36016586303498,1.17905824167733,0.36581984170434,1.05321083633563,0.258630300055936,1.1550625323915,1.08944464389294,1.41124244607553
"15",3.89672867222579,4.16129032258065,3.51839464882943,3.32,3.18,3.26333333333333,3.24333333333333,2.91245791245791,1.03481541836329,0.800275326343607,0.667180860116278,1.0137516005868,0.418150090670514,1.25934190313255,1.13802720028309,1.44227193349532
"16",3.64720974983964,3.41129032258065,3.03344481605351,3.11666666666667,2.99,3.05333333333333,2.56333333333333,2.74747474747475,1.34488174492709,1.23638666284791,0.566590982758436,0.972733050489154,0.341989066695312,0.941688987610477,1.12407028349194,1.26819275282303
"17",2.28800513149455,2.10483870967742,2.7190635451505,2.54666666666667,2.32666666666667,2.55666666666667,1.53,2.46464646464646,1.45132529756684,1.44164849400885,0.597537839055257,1.19691167066754,0.928887324217814,1.26970971673507,0.794483488423722,1.53987406017899
"18",3.95702373316228,4.15322580645161,3.4247491638796,3.12,3.11666666666667,3.29,2.45666666666667,2.58922558922559,1.05804594702163,1.02841226460757,0.757638631492948,1.17054142347901,0.443898308078858,1.18486836546439,1.09183143165021,1.37039834646413
"19",3.29185375240539,2.62903225806452,3.02006688963211,3.09,3.07333333333333,3.23333333333333,3.18333333333333,3.03703703703704,1.26982520874116,1.35830921881224,0.455685922473246,0.985802221577376,0.339124717671845,0.895299256161032,1.07715199032282,1.19767876930103
"20",4.06221937139192,4.16935483870968,3.60535117056856,3.42666666666667,3.38666666666667,3.28,2.99,2.9023569023569,1.16511243403275,1.08741338646617,0.936635844458488,1.30523344144939,0.66228212588729,1.06711250437335,1.44111857335714,1.36333299625471
"21",2.89929441949968,3.18548387096774,2.87959866220736,2.65666666666667,2.99666666666667,3.01,2.45666666666667,2.52525252525253,1.35373519875853,1.41056948358825,0.62837158202681,1.01103719495749,0.404806682739045,1.14349987898738,1.14564270736211,1.49103243532048
"22",1.76587556125722,1.61290322580645,2.14046822742475,2.26666666666667,2.67666666666667,2.55333333333333,1.43666666666667,2.3030303030303,1.04995402425748,1.0646551975854,0.843650454129088,1.23584516281114,0.683382954937581,1.2619285907356,0.766778141282547,1.53861036891146
"23",2.69275176395125,2.17741935483871,2.92307692307692,3.17333333333333,2.93666666666667,3.00666666666667,2.15,2.77104377104377,1.39360083806266,1.34375028589461,0.474980639770658,1.18939948124063,0.364827657423281,1.18517411428002,0.862154879815279,1.49145196852898
"24",3.74085952533675,4.40322580645161,3.48494983277592,3.47,3.12333333333333,3.44666666666667,3.76333333333333,3.35353535353535,1.26706762436796,0.795509294746328,0.799920873283772,1.16057015165955,0.47137692941797,1.30876472519265,1.08223209614295,1.4908264394501
"25",2.06542655548428,1.81451612903226,2.89632107023411,3.42666666666667,2.86333333333333,2.84,2.64333333333333,2.87205387205387,1.21483303959126,1.1143333380796,0.490807966852992,1.12939837577042,0.372089223425673,1.10383945320936,1.36467211770877,1.55869189691883
"26",2.64592687620269,2.53225806451613,2.50836120401338,3.01666666666667,2.79666666666667,2.93,2.13666666666667,2.85858585858586,1.31021258543785,1.47298427166368,0.787334934207831,1.12276037444191,0.562473831919497,1.01416390593121,1.03999721292826,1.30754128411466
"27",3.78447722899294,4.08064516129032,3.26755852842809,3.69666666666667,3.00666666666667,3.29333333333333,3.48333333333333,3.27946127946128,1.1978758341678,1.10134267053623,0.592444933373311,1.09635557219872,0.141500164466462,1.16266713714411,0.897630970994866,1.36783108275908
"28",2.43681847338037,1.91935483870968,2.60200668896321,2.56,2.94666666666667,2.93666666666667,2.80666666666667,2.996632996633,1.24566684628381,1.10134267053623,0.554538310858809,0.845843664643013,0.36183602166932,1.19053775919784,1.10756997961968,1.37913583523004
"29",3.55676715843489,4.13709677419355,3.38795986622074,3.71333333333333,3.06,3.31666666666667,3.34333333333333,3.12794612794613,1.27298535903296,1.04636169825101,0.766313968980741,1.08400759396238,0.428577798965236,1.13166149888076,1.01433977187046,1.47173602116919
"30",2.05388069275176,1.89516129032258,2.82943143812709,2.86666666666667,2.22,2.61333333333333,1.64,2.57575757575758,1.20105698576749,1.19496605651079,0.562535616603895,0.885911028295585,0.931571836712833,1.19243247450035,0.687003088892006,1.32357196700548
"31",3.64720974983964,3.21774193548387,3.01672240802676,3.05333333333333,3.02333333333333,3.12333333333333,2.56666666666667,2.65993265993266,1.35959608572198,1.41743202972048,0.63699269316099,0.886816610820022,0.420370384012406,1.04487388089607,1.11491359754416,1.303131880568
"32",4.17767799871713,4.32258064516129,4.1505016722408,3.78,3.14,3.47333333333333,3.88,3.24242424242424,0.884825430573787,0.888484478333882,0.760226530945151,1.12657173744004,0.455806096190491,1.20031582614627,1.0468618497402,1.50286376914194
"33",3.71584348941629,3.94354838709677,3.45150501672241,3.33333333333333,3,3.43,2.47333333333333,2.62962962962963,1.23884461727785,1.18460599847519,0.794373719680084,1.18613318335297,0.283315298789931,0.987429350590728,0.999643191639326,1.34724350622486
"34",3.30404105195638,2.43548387096774,2.62541806020067,2.87333333333333,3.02666666666667,3.01,2.59333333333333,2.5016835016835,1.4663282196042,1.46082689293422,0.602140540637687,1.19808468479012,0.416172505181588,0.847916983378881,1.08252564007832,1.32574451068013
"35",4.16356638871071,4.34677419354839,3.54515050167224,3.39,3.26,3.34333333333333,3.23333333333333,3.06397306397306,1.0722579953178,0.97149917539023,0.863387406002489,1.01719333179465,0.559861425759546,1.01103719495749,1.30302794609963,1.34790191291487
"36",2.91148171905067,2.54838709677419,2.98996655518395,3.21666666666667,3,3.40333333333333,2.55666666666667,3.01346801346801,1.20274196715525,1.14305850386005,0.191863868000553,0.843857733945334,0.231325972786496,1.09757511176934,1.03780812673407,1.36800570957859
"37",2.2071840923669,1.90322580645161,2.19732441471572,2.1,2.89,2.68,1.56666666666667,2.37037037037037,1.25453721813471,1.12920833365328,0.975123223209349,1.14937819455291,0.453046174380053,1.266073909301,0.906436786386455,1.49012431376395
"38",4.23348300192431,4.37903225806452,3.96655518394649,3.77,3.33333333333333,3.44,3.45,3.12457912457912,0.883819820892258,0.812431279750362,0.826705176665612,1.24724445442623,0.624651519348431,1.2348344235207,1.11578818670569,1.45703161356956
"39",2.70558050032072,2.06451612903226,2.80267558528428,2.86666666666667,2.99,2.90666666666667,2.27,2.41750841750842,1.4304279658097,1.33582248640487,0.553687636153063,0.827347509753433,0.37016673455517,1.00064639086646,0.979949490200634,1.25233424785121
"40",4.01988454137267,4.08064516129032,3.83946488294314,3.36333333333333,3.23666666666667,3.58333333333333,3.59,3.14478114478114,1.0827103047995,1.1160089619475,0.671306235396423,0.949206087322236,0.484532207828989,1.07715199032282,1.06096756496749,1.26380807372435
"41",3.14432328415651,3.48387096774194,3.25418060200669,2.96,3.18333333333333,3.14666666666667,3.39333333333333,2.85521885521886,1.29790174822744,1.29717561208233,0.828766112535307,1.02399310198346,0.563424392184005,1.11473359696217,1.23708940239605,1.35414081014396
"42",3.25400898011546,2.59677419354839,2.91638795986622,2.77,2.96666666666667,3.07,2.08666666666667,2.5993265993266,1.29861495385617,1.23577667121419,0.396755714897987,1.09594875743794,0.228903644540307,1.10264200808481,0.833549581752452,1.49245836706823
"43",4.31943553559974,4.48387096774194,4.05016722408027,3.59333333333333,3.24,3.49666666666667,3.76,3.17508417508418,0.87795753728355,0.748807952060456,0.843943069660611,1.30651399467559,0.532301119297481,1.39396293510158,1.09226529664769,1.58848859715644
"44",3.77806286080821,4.16935483870968,3.33779264214047,3.53333333333333,3.00666666666667,3.51666666666667,3.08,3.1043771043771,1.14405584109689,0.943284128052921,0.626278405680884,0.947919155116976,0.216282568384151,0.972733050489154,1.07585231048687,1.44465967862386
"45",1.83066067992303,1.62096774193548,2.93979933110368,2.89,2.29,2.66,1.92333333333333,2.57239057239057,1.05597341750264,0.906998462144821,0.27730962972426,0.82876787298433,0.813288464869815,1.09623862841755,0.527620602855322,1.26637064230604
"46",2.87556125721616,3.18548387096774,2.84280936454849,2.92666666666667,3.01666666666667,3.02666666666667,2.53,2.5016835016835,1.3806518534273,1.19869126115741,0.578159658790676,1.05117654526723,0.378858815694784,0.921295196096265,1.10748441936238,1.2764090759706
"47",2.15971776779987,1.84677419354839,2.80936454849498,2.32666666666667,2.27333333333333,2.55666666666667,1.56333333333333,2.52525252525253,1.23055616276389,1.11926481996657,0.567975857508158,1.05688800877823,0.977312311085982,1.42603206382104,0.869006788360296,1.48649393192983
"48",1.84797947402181,1.61290322580645,1.69565217391304,2.28666666666667,2.47,2.54,1.75333333333333,2.75420875420875,1.11730785907612,0.985337030527802,0.809557729588943,1.26616196011927,0.831507475777727,1.39098867656346,0.946294775194684,1.64302090659787
"49",2.55740859525337,3.24193548387097,2.95986622073579,3.50333333333333,2.94,3.24333333333333,2.88,3.28956228956229,1.36915684133618,1.41059272407106,0.503405832015762,1.16095432239365,0.311002263700372,0.909328589584098,1.11792928501208,1.37189162548892
"50",2.34381013470173,2.12903225806452,2.35117056856187,2.85,2.96,2.97,2.15,2.84511784511785,1.3712895479299,1.30020474895105,0.5796524366539,1.16275822463796,0.212643813228478,0.908396359794718,1.30889675006898,1.53217234590372
"51",3.04490057729314,2.75806451612903,2.47826086956522,2.67666666666667,2.81333333333333,2.76,1.66666666666667,2.8013468013468,1.281560986452,1.26472444855122,0.656942009770974,1.38510551216203,0.43870692736261,1.1946368446668,0.764309789113466,1.5739426537506
"52",4.50288646568313,4.62903225806452,4.56521739130435,3.86,3.15333333333333,3.43666666666667,4.12666666666667,3.55892255892256,0.698309443503397,0.604424633153166,0.731547639752005,1.13638516245954,0.378991209235537,1.29029911062195,0.966299472796077,1.43698593066479
"53",4.27453495830661,4.43548387096774,4.41137123745819,3.78333333333333,3.37666666666667,3.47,3.87,3.12794612794613,0.909407062481865,0.80891310681178,0.742753217149578,1.1550625323915,0.650280790050409,1.29667699812181,1.13315789841596,1.47631989403396
"54",2.6529826812059,2.04838709677419,2.8695652173913,2.87,2.97333333333333,2.81666666666667,2.00666666666667,2.36026936026936,1.4604902790789,1.36658638695213,0.543148426320374,0.994852974801589,0.382679632625398,1.14342188228661,1.06947095142506,1.36615852535096
"55",2.16998075689545,1.81451612903226,3.06020066889632,3.3,2.94,2.97,2.6,3.06734006734007,1.2186913738041,1.15728119485516,0.342299703642356,0.875149294478044,0.321576384763338,1.04213891190459,1.07572795606115,1.36145440744746
"56",3.34830019243105,3.85483870967742,3.7056856187291,2.98,3.39,3.07666666666667,4.07666666666667,2.81144781144781,1.22182574395628,1.04136830240487,0.855500039123398,1.19065480424691,0.626531568254998,1.18128758426757,1.09305601888633,1.50835631570885
"57",3.37331622835151,3.79838709677419,3.42809364548495,3.43,3.02,3.20666666666667,3.39666666666667,3.13131313131313,1.28002576271295,1.06671624917544,0.62176414251645,1.20690599202199,0.270512952601319,1.19808468479012,0.9810864680282,1.46568726140304
"58",2.36433611289288,1.88709677419355,2.58862876254181,2.28,3.03333333333333,3.06,2.55666666666667,2.78451178451178,1.2960533277682,1.17015513820569,0.67655200098915,0.881773827924168,0.382154894556733,1.15795922433279,1.13036038688391,1.39764371475994
"59",2.5349583066068,2.04032258064516,2.72240802675585,2.77,2.98333333333333,2.63333333333333,2.32666666666667,2.66329966329966,1.332386349379,1.2840433695053,0.549434933096875,1.00021736767999,0.300037158605456,1.09981249035249,1.08190756018471,1.51827823707277
"60",3.84413085311097,4.25,3.52842809364549,3.33333333333333,3.15,3.33666666666667,3.24666666666667,2.88215488215488,1.06861030449199,0.907287568363701,0.686661902102267,1.08295808611251,0.401710390030173,1.20616680026261,1.12993128311893,1.40807927073984
