"honest.hon","faking.hon","persona_GPT3.5.hon","shape_GPT3.5.hon","persona_GPT4.hon","shape_GPT4.hon","honest.emo","faking.emo","persona_GPT3.5.emo","shape_GPT3.5.emo","persona_GPT4.emo","shape_GPT4.emo","honest.ext","faking.ext","persona_GPT3.5.ext","shape_GPT3.5.ext","persona_GPT4.ext","shape_GPT4.ext","honest.agr","faking.agr","persona_GPT3.5.agr","shape_GPT3.5.agr","persona_GPT4.agr","shape_GPT4.agr","honest.con","faking.con","persona_GPT3.5.con","shape_GPT3.5.con","persona_GPT4.con","shape_GPT4.con","honest.ope","faking.ope","persona_GPT3.5.ope","shape_GPT3.5.ope","persona_GPT4.ope","shape_GPT4.ope"
"1",0.525269107853742,0.372742938441297,0.410603960522039,0.892307359832997,0.249969057615926,0.803150636990588,0.578925120174579,0.504005231482805,-1.15619591957916,0.943864232783578,0.15066294514795,0.822049187393974,0.658700548486468,0.45487531381751,0.792569398109099,0.54478470586724,0.725251096656622,0.852900749413631,0.720350907344259,0.607062470641887,0.356589860182943,0.688817409945862,0.685332508314075,0.815926302149992,0.572826993888359,0.576623787510234,0.465900219520358,0.583467464354924,0.403648643896101,0.884519311015546,0.662245555317082,0.675864695749129,0.531955731818355,0.709993108117202,0.896313537085785,0.701270535762703
"2",0.536650270105047,0.549649938920022,-0.177051437207407,0.344137940142038,0.48680043432304,0.143950800176393,0.615054028730102,0.551365696144448,0.0363350368171413,0.27892050125369,0.809869065398619,0.741246444814765,0.441254573670747,0.49648952350161,0.610258543028115,0.897830810001443,0.600070157530623,0.881983289257429,0.712028598128882,0.673399964082222,0.326793023892183,0.645115719820112,0.348994548029026,0.964184935092465,0.640185642566105,0.630809832560577,0.794812128636446,0.709339565933921,0.904052411689777,0.719733716323707,0.540818161191582,0.606558787570084,0.570082258827857,0.669405782347705,0.125189533352554,0.763474712664575
"3",0.668537803459986,0.587300306162486,0.462518737321403,0.695158376600011,0.479509215489718,0.917927726167258,0.696061625627332,0.673806950812069,-0.123008854266883,0.866143387628449,0.646865400978867,0.877942148954825,0.653204474019562,0.618280474328968,-0.207981915427603,0.603759766899906,0.584872225085243,0.829297765941223,0.506478088073127,0.499525437222919,0.415325021984993,0.749997386683762,-0.373277263862957,0.636685671192919,0.638772819926234,0.632891859549733,0.226620493764496,0.541093565256678,0.321412034738817,0.416690028522491,0.640075255443668,0.662395042598012,-0.399231944537174,0.753605764099254,0.0987287675674415,0.806909358971656
"4",0.558420167754321,0.459872074059011,-0.166794359605095,0.114598914404194,0.857649995007378,0.0657648225374473,0.539241877714887,0.381633208792432,0.140200878382488,0.0906967979517707,0.466125213304083,0.554562259599886,0.699247012530912,0.608634754597092,0.166255122913833,0.63814152248247,0.531387542863664,0.834799245170644,0.741675983632292,0.700552509369361,0.404991460152795,0.655792661564293,-0.112726552265922,0.839855830412158,0.722880679265578,0.631396941122513,0.394031062903166,0.60059840076371,0.314426391620905,0.705488946655499,0.432002938856961,0.378740589773467,-0.0838972879444876,0.271196576845753,0.304462313671463,0.644431805835876
"5",0.729774223864978,0.595355759301263,0.542389412476575,0.812702207028284,0.833423785409382,0.919463222882547,0.722717621523541,0.645196567504361,0.668760715386563,0.850652767969147,0.841513529184831,0.883995693895226,0.579994527800493,0.508579831269258,0.115447662713408,0.701337758356615,0.686330102376125,0.627636729756921,0.579558231121075,0.579531597248143,0.336166230019574,0.632786594561581,0.365380725781403,0.757697570626699,0.531289946554159,0.49324868719412,0.77672855568796,0.754080192255003,0.873409425213687,0.898604904840655,0.61559174680681,0.622822299667002,-2.52112300526933,0.716129785830784,1.358756592709,0.941450195431161
"6",0.623386572728665,0.637932862044265,0.681718852355257,0.610049536586768,0.655861169498707,0.932232522560879,0.701541095844303,0.592866277245862,0.190255276275425,0.318416170801097,0.665574266026217,0.717143656935165,0.738627631143045,0.66231132235116,0.673440849202527,0.870951543565696,0.921006247764402,0.903287431348411,0.604707410076884,0.473143145527113,0.475601977170773,0.861109010599539,0.714251729752564,0.942640692962188,0.682248026812382,0.54547848279062,0.759788185081478,0.889753973441958,0.656933325705982,0.867490592830442,0.539455929265229,0.511466327771116,-0.193390068070697,0.579817518439777,0.340675646131161,0.797869839620369
"7",0.502516226794667,0.469178675125237,0.226185848025226,0.579027213957785,0.809620968212679,0.492523626430867,0.509230149301441,0.515914467176754,0.266401010656004,0.192123312845195,0.591901544643039,0.566882245362554,0.659279069945387,0.621187684622847,0.726289971611834,0.510766294065016,0.930722127845419,0.868545886505057,0.499503466706666,0.409490939431942,0.615333464628923,0.779592451252433,0.726751818462908,0.920760385543388,0.640050471396093,0.624629096251437,0.34044085879347,0.242585899631019,0.445325597116196,0.749960333710175,0.619331764496638,0.622458334703164,0.0491743101248896,0.721533808168764,0.00166979166104724,0.55740617783441
"8",0.796569319926547,0.731256126114844,0.410725107901497,0.687843871127108,0.636252810800408,0.973304145535959,0.605784024292105,0.568592580002553,0.652823475411711,0.864801817739495,0.761870288719087,0.889355432946114,0.437194359915453,0.500281921472912,0.0849856235277476,0.69923171038403,0.672633981130486,0.731146265239447,0.491634373299497,0.373875545606218,0.752674401597613,0.698454871504653,0.67626239133885,0.587207936034212,0.568155887753302,0.534000977874852,0.187234681719047,0.124491871969977,0.593736660731911,0.815016586520366,0.638327345334059,0.643877971283719,-0.00638108313775932,0.714358176394868,-0.0242593302006474,0.500599986766853
"9",0.544175282975482,0.536902898879155,0.0539112465818807,0.252148459564503,0.562523587388654,0.262819041120556,0.739716543312743,0.597313000225395,0.552669520257596,0.657353325404489,0.418571488482702,0.698001128252686,0.545228525479178,0.465799000741757,0.411191687324172,0.717562409149043,0.858723363487262,0.866993837953019,0.485786950464729,0.448385622343288,0.256455472498757,0.778092256480493,0.513552040142374,0.815678600386955,0.552297484061362,0.469976399964599,0.579109212814886,0.782281686051987,0.853214810804888,0.862674133846073,0.45150493628362,0.375465571162979,0.404893937178794,0.730140486089056,0.751984170075446,0.63635514550796
"10",0.731290520957608,0.693904579342457,0.509932111949163,0.750331200076602,0.658466356655046,-0.939760040890497,0.631348472028356,0.494027191528639,0.0537863272140083,0.506009106802961,0.16071977526261,0.0318007484302752,0.73185331690244,0.676464714283042,0.747859490907262,0.835926980445644,0.86773781030318,0.975101296605652,0.446140571293481,0.312833274491948,0.557536138273346,0.744159109361249,0.809696206086682,0.61990814875271,0.611289631796248,0.634282911853458,0.304673574927052,0.389544457597206,0.625381539209672,0.67994191221028,0.734906918170152,0.741552386173977,0.583872095423461,0.67946602805617,0.829417069397405,0.930789278406008
"11",0.760835743598104,0.765508417633517,0.608833124518494,0.850506574746959,0.768964297752036,-0.943954175591032,0.653109007148498,0.597651868254441,0.473010627922533,0.601279599679498,0.839158289545867,0.952977982372281,0.692166344610548,0.533442220762588,0.629215283265392,0.814765212376625,0.776164892159022,0.951723081527414,0.605859500049273,0.580369987412789,0.169109137694724,0.816370025767647,0.864375436937128,0.863557553267524,0.60769273902793,0.401599239381489,0.718062353469823,0.85721912756733,0.693212482135021,0.868883602925668,0.573459157630733,0.599720273846652,0.690269346275211,0.659241347863282,0.365443918075831,0.955652795515519
"12",0.772935810367697,0.769408646980484,0.776455353992472,0.885450558988146,0.672650014721371,-0.957075106427463,0.50201050149418,0.447864849114646,0.0715731916430878,0.268537402364392,0.537962443697363,0.688889430689428,0.667460082039769,0.508580655718398,0.581421976118047,0.893073948972951,0.904767675655289,0.929100937064666,0.613643265154978,0.555786254906463,0.348913575246928,0.683239561280895,0.895606118162688,0.91132344523836,0.570334164846157,0.508135275535509,0.299751644438611,0.387071268584957,0.640814207144723,0.785267401889123,0.687713043272665,0.729515081695129,-0.0405128929414045,0.561980478314526,0.891270899189181,0.56957045342252
"13",0.429108370255859,0.397942397425672,0.184373528069331,0.380980839868168,0.49894700589325,0.310777932880554,0.666010234469059,0.589633678374206,0.5376113604134,0.80669819038603,0.35899355545508,0.850153122533461,0.65400087072933,0.517106028002847,0.498221714506252,0.795934461611949,0.537677633238329,0.884149729129985,0.679402732490603,0.57887496130074,0.0623738966191866,0.632364105083076,0.141362478215864,0.927681892493301,0.604348066103833,0.577992465230327,0.458435149587681,0.776521900473919,0.587072323246183,0.982754066219341,0.344526948025975,0.35433576452045,0.185702192837262,0.718265819714183,0.650182757274611,0.590020320041315
"14",0.471506896091173,0.398600657329744,0.0840224491625366,-0.279611844084939,0.342840167112886,-0.0943428654472328,0.543664232615565,0.504079357136148,0.698039812415013,0.896780569439175,0.518090671646949,0.893495548612067,0.759516013959206,0.653695569800208,0.828359475080482,0.877156556265241,0.734404170890028,0.856322638486678,0.654737408503447,0.583835646016425,0.297226765553339,0.228483726138621,1.03347683507536,0.686756912745064,0.6931895111225,0.605522596478867,0.428981507533139,0.615680583100495,0.62033791636207,0.758300626847002,0.463879088425692,0.376560052101954,0.731679412662929,0.731661432989247,0.601692541737701,0.986231892411326
"15",0.592193295013496,0.620350794327066,0.554794991671144,-0.797604511401124,0.531969828897807,0.86765748875343,0.549087293131555,0.518174000176612,0.563324234204576,0.797559074216102,0.756584928589567,0.940400992823168,0.664525598637358,0.631580578401766,-0.582116453502257,-0.287264983084558,0.582085062021882,0.763137359970992,0.644353359720436,0.452564487891917,0.500759791111244,-0.170768818055576,-0.00376721549612495,0.563427943045268,0.504439483489956,0.495563062819503,0.569979537081413,0.431649950173861,0.654348514356568,0.393542427751766,0.365569441193447,0.240614714597496,0.521223947143208,0.189529020204628,0.307346475958568,0.680719671121915
"16",0.81647730160639,0.782977772227418,0.598591319853574,-0.832240141055436,0.757701096751903,0.956646070316707,0.607319747421628,0.488645295099782,0.181226336406904,0.71094185697741,0.551911489657759,0.724638689847506,0.7035523066529,0.622004939811503,-0.260526161398538,0.371907338049389,0.734533706654519,0.741899163588962,0.697064293175781,0.654924350519053,0.403029173386682,0.89632185617434,0.762780808119642,0.890926279802964,0.545623639494801,0.481164413870224,0.469930237708621,0.827017492864232,0.725663884378071,0.787340005914365,0.625400151917216,0.724793453050306,0.288915140612345,0.726681396233922,0.564441422864788,0.518892416827716
